"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YOR188W",86.7122418955567,-0.0167941536774488,0.229388847103283,0.939397373855661,0.952915113843747
"YOR189W",22.7187122952685,0.683993169979461,0.368479317951129,0.0399645235911936,0.0700322315542344
"YOR190W",34.6869549490264,-1.68989669067165,0.361337043966366,2.67991175118465e-07,1.49244285423473e-06
"YOR191W",266.542651379665,-0.798691823348404,0.180661745771294,5.81046878988064e-06,2.56406503097031e-05
"YOR192C",18.1962405103843,-0.13246319033077,0.367027509047705,0.690473647631205,0.753231683380643
"YOR192C-A",271.493995786216,-2.46894279358935,0.658891262032011,1.84484824004559e-06,8.84828548224289e-06
"YOR192C-C",9.20603345882344,0.990422460677329,0.491595994785389,0.0161667598948982,0.0322120521841461
"YOR193W",58.7984468021137,0.353980372124051,0.301471559654383,0.20954383909735,0.2855970729156
"YOR194C",183.31748104719,1.33320188788608,0.32860312379259,1.05631537280165e-05,4.41638161496424e-05
"YOR195W",215.340807587302,1.8007507961346,0.7034988766832,0.000535795545238002,0.00155004955398983
"YOR196C",179.677017439679,-0.189699409779179,0.201861337464834,0.333203908942427,0.419063362443626
"YOR197W",126.782954392784,0.73155120139258,0.229940670583206,0.000927737659289041,0.00253636280048143
"YOR198C",237.210675057037,1.73514185505541,0.25047373828107,3.7574279105918e-13,4.6192309126017e-12
"YOR201C",89.5253605375008,1.04480876981004,0.23291669361795,2.86830153548447e-06,1.33002258543822e-05
"YOR202W",88.1142422778325,0.10771456333105,0.252418837604351,0.655057227436689,0.724531022759666
"YOR204W",431.579809225608,0.262641027325072,0.266707819196454,0.299794321568343,0.383453049337185
"YOR205C",47.155708468777,-0.1981886728991,0.293659788075613,0.472502894356564,0.55915185267142
"YOR206W",139.074559374997,1.12882273888254,0.246510728974663,1.56917259561557e-06,7.61212733883546e-06
"YOR207C",122.526914698583,-0.86343913707802,0.312196501297065,0.00290075022503124,0.00701140538333289
"YOR208W",96.2369117249052,0.162701719023829,0.21123351385388,0.426420213178544,0.51312319947954
"YOR209C",107.598637966131,-0.508510171834764,0.239964672792766,0.0270216019951337,0.050144385708397
"YOR210W",48.160366921151,0.573596280321103,0.297088620994605,0.0392499348716827,0.0690189097885699
"YOR211C",138.832763456833,0.653728766825841,0.181095405908667,0.000215484859099495,0.000687305372465686
"YOR212W",35.8900685793277,-0.672513915014151,0.312607466338307,0.0206386695155686,0.0398808988661351
"YOR213C",43.5141027892588,-1.3169326985738,0.373522421149928,9.04648805637586e-05,0.000315663483621286
"YOR214C",10.4225678260806,1.21765249438622,0.489908634652692,0.00310851001021086,0.00748111160192924
"YOR215C",424.147470923287,1.66767182768372,0.275617282248252,1.46826745471964e-10,1.30619512066033e-09
"YOR216C",47.7443705231577,0.719302764124283,0.399452075208121,0.0425517450367804,0.0740070793597221
"YOR217W",72.2421044101959,-0.143145804589851,0.248793871192116,0.547452717075654,0.628352057171129
"YOR219C",153.654654647319,-0.416167554768075,0.175948328468928,0.0155448462389425,0.0310952761151835
"YOR220W",165.170489739126,0.612491349647662,0.201709580716199,0.00174579217724751,0.00446387356983074
"YOR221C",55.7249071037782,-0.740330520965828,0.249339729296986,0.00185635356917809,0.00470766531272896
"YOR222W",88.5527136199228,0.517409259247597,0.236567581382615,0.0226331085395906,0.0431509008753783
"YOR223W",44.686048318786,-0.342686518727378,0.309190610086392,0.234622973032499,0.313788505479824
"YOR224C",62.6711449559426,0.404228967489699,0.242731936269199,0.0820917625719002,0.130536153509036
"YOR226C",51.1421528484397,-0.311031656323537,0.266733708990286,0.21944915839945,0.297423305701274
"YOR227W",304.077402602221,-0.508388874775103,0.187658981155624,0.00542688392392043,0.0122305716648571
"YOR228C",42.872331327144,0.746587644991319,0.312047585439041,0.010038792629024,0.0210648214585662
"YOR229W",59.2268003473048,-0.245739619644142,0.268422613222051,0.334767978054303,0.420556467373473
"YOR230W",222.871519463034,-0.542939458874812,0.287922417454755,0.0449429587752117,0.0775123373859257
"YOR231W",49.3993540950611,-0.543125915906833,0.278119330313825,0.0386331394821672,0.0681926953331819
"YOR232W",229.377332465383,1.03488697289371,0.206073694627055,2.077476311249e-07,1.18176359319159e-06
"YOR233W",97.0968775175856,-1.07500111691369,0.21232324169019,1.55564729087381e-07,9.04321478379568e-07
"YOR234C",175.139473874391,0.306368112328901,0.254826235381815,0.207549305294062,0.283642228511075
"YOR236W",62.2287644866782,0.065466566805486,0.243002855274042,0.778650406330511,0.827611372562079
"YOR237W",11.4851642944851,-0.549268410618259,0.449446803496974,0.155669948714317,0.223838353831663
"YOR238W",26.5571588838492,0.158768200271931,0.346030042020827,0.616625768624399,0.691221599329565
"YOR241W",70.5717731663775,-0.413055980794091,0.264315391448746,0.100009827735823,0.154409406892376
"YOR242C",12.1980005368748,0.0680443346902616,0.496324536097209,0.86903569529057,0.898062680844903
"YOR243C",72.7085401478441,-0.11671279739469,0.238268052765838,0.609884308179704,0.685537986587015
"YOR244W",121.487582666699,1.09118088739278,0.266512859554637,1.51396574769126e-05,6.10519569072603e-05
"YOR245C",207.033182361898,-0.360247077227451,0.163808428912089,0.0249289863646232,0.0468543790295602
"YOR246C",39.8933431572879,-0.662471960815962,0.300659655279677,0.0183930273994667,0.0360182267547963
"YOR247W",220.977561610872,3.8715988424635,0.240630807205152,1.48393696021145e-61,3.75638405973525e-59
"YOR249C",36.3133354675446,-0.387320973469988,0.310404185082682,0.180543460020103,0.253197312730283
"YOR250C",22.5970752676103,-0.731208556575869,0.396793552220918,0.0382343697503479,0.0676603765934818
"YOR251C",40.011503658127,-0.831708352736626,0.319861981893147,0.00496244892214053,0.011340122300944
"YOR252W",47.3821053057035,0.186702429440907,0.342963852677083,0.553123081594426,0.634045470085703
"YOR253W",37.6529135448158,-0.123602542693248,0.300162894697654,0.660283590913325,0.727854180086363
"YOR254C",137.219212399529,-0.165020105643498,0.213595703061051,0.4246809115212,0.511361728921419
"YOR256C",140.472747624306,-0.275627912502482,0.21277351513403,0.180730760785525,0.253396174928144
"YOR257W",112.265568910427,1.92930757419711,0.343803900425477,1.0373747470868e-09,8.33460079229934e-09
"YOR258W",24.5163303371934,0.181689302202093,0.346401019710079,0.567025143648307,0.646950015361078
"YOR259C",276.563247001619,0.772714814724733,0.160508720952458,9.09703210365457e-07,4.58889237185257e-06
"YOR260W",92.4166558176721,-0.376909555412261,0.218954438915502,0.074644441433759,0.120666152204529
"YOR261C",660.583917035565,1.9129231929386,0.281167403576801,5.71957412111906e-13,6.77798537883654e-12
"YOR262W",126.370551315348,0.217705755820399,0.204879758531542,0.273426300131053,0.354944304295998
"YOR264W",49.1534281494746,2.20701432950666,0.283242420468296,1.76173719578144e-16,3.19580275026282e-15
"YOR265W",33.8379561429505,0.456787146284628,0.33491026430619,0.1384947923889,0.202063793244376
"YOR266W",35.4239087802303,-0.131400741042463,0.299245212988959,0.639426779570102,0.71162424768703
"YOR267C",621.225809141996,0.486328200558326,0.355215777953759,0.132883121763787,0.195426040920503
"YOR269W",27.1833738700158,-0.461577706242294,0.379162090928526,0.175828470398674,0.248084304953184
"YOR270C",721.037441421254,-0.827628707507468,0.267718287378518,0.00109459160978781,0.00294197909020672
"YOR271C",66.6063944674124,0.464915392693982,0.261532796058616,0.0615647371095005,0.102252914095678
"YOR272W",37.162237685933,0.377651758111058,0.31653731800198,0.199159960768586,0.274073863041394
"YOR273C",426.397705712275,-3.93601141902639,0.207456755964726,1.29886686601413e-83,6.02782464736057e-81
"YOR274W",103.93757840402,-2.11645947934412,0.23057890865828,1.51078594489118e-21,4.57259072124943e-20
"YOR275C",104.201078216806,-0.700277376501514,0.221290572077245,0.00102410265697128,0.00277259489386147
"YOR276W",111.861200756265,0.293465278906893,0.218275116383913,0.164022196788819,0.234173933545295
"YOR278W",30.1269609534023,0.0304759420033146,0.298222540096501,0.91322439008488,0.931455426443717
"YOR279C",20.7043960679901,-0.222267824210223,0.370561018379985,0.507183140642,0.592202112378334
"YOR280C",49.5952068476781,0.427483940101181,0.274520432056192,0.0998186213824748,0.154199695555895
"YOR281C",59.4059991873057,0.407015720751334,0.259565906409259,0.0994862427267441,0.153814238130272
"YOR283W",81.8202240565454,-1.64585967678533,0.320388422613242,2.92225109960504e-08,1.89885422335765e-07
"YOR284W",13.6726126266303,-0.846197531467782,0.423367465102063,0.022362744444766,0.0427394511720395
"YOR285W",537.890113685158,2.27982444413803,0.210332582022757,5.17692428349094e-29,2.77214339757318e-27
"YOR286W",132.058606204117,0.705164085987661,0.197706030970175,0.000238852354803091,0.000754063925112481
"YOR287C",22.9193568633307,0.528046329690622,0.422916709178494,0.153978364656652,0.221749550755856
"YOR288C",67.0624021434069,1.17438547751714,0.251562498276663,9.32311882201013e-07,4.69868314206103e-06
"YOR289W",118.554636702164,-0.591562605130434,0.198318439125131,0.00212794944763907,0.00533088190458929
"YOR290C",304.209543565803,0.682965351197271,0.244568550810605,0.00348732727365144,0.0082747872121708
"YOR291W",170.9967507033,-0.177176506513761,0.192127363212646,0.34366729337204,0.42993100594371
"YOR292C",51.8922712162253,-0.566881106031479,0.289322648215725,0.0370699953490551,0.0659351019159655
"YOR293W",275.168431632335,0.735637042614138,0.243309163615159,0.00156630087552021,0.00404204336226693
"YOR294W",56.2873442855814,0.373382984713705,0.249777115595115,0.117699507789407,0.177010142824523
