"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YNR049C",24.4707094132436,0.100299137988542,0.40988101494557,2.04299995187844,0.360054461892558,0.409380011898664
"YNR050C",123.012425337843,0.899107376126306,0.223969616034548,19.9717137808942,4.60465880431771e-05,0.000129185616530203
"YNR051C",418.214556915536,2.42968558481986,0.397466778702394,45.5720388464624,1.2710349714131e-10,8.05278015449322e-10
"YNR052C",65.0951872453526,-0.692213862204722,0.286571542922043,8.38504000321777,0.0151081642629711,0.0246015692340603
"YNR053C",70.385473079524,-1.05264386711317,0.31429798842196,13.4694725779288,0.00118888868188684,0.00248906807121346
"YNR054C",38.8701619619046,1.35361647369068,0.405579517268786,11.1460472989018,0.0037989762765565,0.00709235631382606
"YNR055C",141.179722678733,-1.21303564538385,0.204365550383143,36.7453869271774,1.04915731034016e-08,5.26374510025616e-08
"YNR056C",28.8826095512899,-0.210207203462066,0.365696719055613,5.54209598268596,0.0625963699020287,0.0872807170717071
"YNR057C",7.39021931990527,0.36314188971415,0.600729846261752,1.00861429665807,0.603923860161318,0.643684588945145
"YNR058W",11.0877188929914,-0.280734985964631,0.493505271637277,0.378694195094823,0.827499233887207,0.847901238917729
"YNR059W",34.5896813690608,-1.3897779671444,0.373011082902282,20.2589894725956,3.98856185534768e-05,0.000113617907787372
"YNR060W",9.38274352014592,0.116133554750078,0.531833117270541,0.0521563640168523,0.974258917112262,0.976362769371637
"YNR061C",40.6565741959549,-1.65716014226737,0.408543403433595,32.5353315422191,8.61078056979193e-08,3.80558745546818e-07
"YNR062C",10.3521801601714,-3.19218867962422,0.816688907971951,24.7838889238512,4.15190014632774e-06,1.39456766676111e-05
"YNR063W",30.4265752989119,-0.746809356213757,0.34398430869331,5.97156735870151,0.0504999122992547,0.072055857441596
"YNR064C",36.1392268000461,1.61529028583162,0.370570632340194,19.1302441614147,7.01326519956213e-05,0.000190242931789389
"YNR065C",126.241024841662,0.0569535285303644,0.294412413419608,15.1761928461869,0.000506444192438462,0.0011507089790656
"YNR066C",31.3500550598336,0.578733415323722,0.387060968898655,3.2182798420393,0.20005960716366,0.244273613745763
"YNR067C",247.867612939573,2.60990630320324,0.206692853058826,156.126077173724,1.25214061032193e-34,6.01135436110591e-33
"YNR068C",100.113996106572,-0.378481453295973,0.318379019971761,8.87115403313125,0.0118482273114042,0.019796813050468
"YNR069C",90.5509031154775,-1.03960763019466,0.286345003730532,44.6891693867856,1.9763787114371e-10,1.22429955995475e-09
"YNR070W",40.5612930099399,-0.628804777235833,0.299983190831075,5.58277184194699,0.0613361479274019,0.0858224907332816
"YNR071C",1090.57431176394,9.01738825287118,0.417193868460415,581.547440979918,5.2309155508749e-127,4.16156695754605e-124
"YNR072W",861.28942935977,5.47108411926947,0.26791457380144,346.825778383061,4.8723573529147e-76,1.04362146532238e-73
"YNR073C",1917.1570666548,8.1496383251983,0.358208388780569,392.204385123123,6.82181411619873e-86,1.89953414065554e-83
"YNR074C",23.4427865735128,8.71599371289663,1.21740875193885,218.193343863184,4.16790091811097e-48,3.46433436014328e-46
"YNR075W",5.10851203512456,6.53636468537043,1.29000861538696,63.2277953357283,1.86319663592932e-14,1.78284227929388e-13
"YOL001W",50.5805652882747,-0.614312072302542,0.278552798863705,5.16791397280168,0.0754747597625815,0.103297846428561
"YOL002C",208.233867890264,-3.03659694521979,0.250807853753867,166.484431873176,7.05285503388527e-37,3.85072055722618e-35
"YOL003C",41.3437591629089,-1.25850997384112,0.304935029486885,17.7778715840346,0.000137906340946049,0.000351970858262396
"YOL004W",210.14369812439,-0.287709777904634,0.162269110054748,4.63940585465761,0.098302784337803,0.130437980933339
"YOL005C",63.3526682555626,1.65323053204867,0.257511233076156,53.0193186465007,3.06903074245158e-12,2.34772420394408e-11
"YOL006C",301.507404644836,1.61997454797683,0.344021344389,26.6587009298005,1.62606029634976e-06,5.84982544597661e-06
"YOL007C",15.2846244620888,1.00122865132228,0.494852652072491,8.1010556405642,0.0174131811832562,0.0278261136325836
"YOL008W",14.8022908647858,0.89326220680143,0.454750682200403,5.49334126840194,0.0641410551447851,0.0892557561472535
"YOL009C",27.964484261502,-0.233738200287317,0.321102284742421,1.33082874243331,0.514060471704448,0.558486688825999
"YOL010W",35.9928407689495,0.0535134328123258,0.343810642925853,18.794287424124,8.29606870759906e-05,0.0002219058916072
"YOL011W",193.979776170033,0.00355649146507799,0.216712864779999,0.0849311033290121,0.958423481045899,0.963266624426026
"YOL012C",68.1917258147215,0.759680857905842,0.261218651016374,13.316455246813,0.00128341905765786,0.0026629510924354
"YOL013C",111.182117268751,0.217759335519645,0.199303884942636,1.25356372401281,0.534308515747678,0.576443151860262
"YOL015W",28.6749554402142,-1.66076177023311,0.364987580502284,35.8049206900402,1.67903697339217e-08,8.14508441186498e-08
"YOL016C",191.908403444545,0.580171655030069,0.186857388621472,9.64392686146192,0.0080509641001343,0.0139545032908957
"YOL017W",24.3357281947559,0.458997408001246,0.379178759731648,2.64737459978657,0.266152107775309,0.315294849649159
"YOL018C",59.4607166788321,0.0683056041618771,0.244315126210974,2.05207514072236,0.358424381892544,0.408026447824934
"YOL019W",50.1616493127185,-1.64186494516264,0.304167459642947,31.8317650500089,1.22410886968268e-07,5.24793094323544e-07
"YOL020W",8.38846038455483,-0.904493343707606,0.607107364277865,3.88013362235419,0.143694349068386,0.182036813003148
"YOL021C",87.4883234019922,-0.299503702566015,0.25489533996973,1.50218187367784,0.471851511656883,0.517577519877325
"YOL022C",55.0893542237381,-0.787437564356925,0.283784306378409,8.40514728351125,0.014957033197836,0.0243768562712171
"YOL023W",92.4759230016607,0.536165022556857,0.294905723211708,3.33215872434519,0.188986562908413,0.232486452139818
"YOL025W",64.8901151615213,0.0994346649245356,0.246638459512134,4.85042414033033,0.0884593574622244,0.118849254935375
"YOL026C",61.8758109044055,0.835733975067216,0.256850945530087,15.4343971538676,0.000445105788567005,0.00102260484180266
"YOL027C",306.237527819138,1.93353061225193,0.2562543605892,63.4753655117914,1.64626411162594e-14,1.59444258045998e-13
"YOL028C",8.5442689506754,-1.85712685437452,0.751437326349079,17.4123348367765,0.000165561568306891,0.000417578067889981
"YOL029C",27.8122862791675,0.644332932983684,0.405199967057952,2.53281856425384,0.281841821487704,0.330715782525289
"YOL030W",435.703030830613,-1.49394152859191,0.278675707503926,27.7387842728429,9.47544309517051e-07,3.56064389993283e-06
